,ranker,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,matches
464,,Chris Smalling,eng ENG,DF,Manchester Utd,26,1989,18,13,"1,217",1,0,0,0,0,0,0.07,0.00,0.07,0.07,0.07,/en/players/b6964eb6/matchlogs/2016-2017/Chris-Smalling-Match-Logs
465,,Adam Smith,eng ENG,"DF,MF",Bournemouth,25,1991,36,34,"3,079",1,5,0,0,6,0,0.03,0.15,0.18,0.03,0.18,/en/players/20b104bc/matchlogs/2016-2017/Adam-Smith-Match-Logs
466,,Brad Smith,au AUS,"DF,MF",Bournemouth,22,1994,5,3,291,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,/en/players/c76c717c/matchlogs/2016-2017/Brad-Smith-Match-Logs
467,,Robert Snodgrass,sco SCO,"FW,MF",Hull City,28,1987,20,19,"1,710",7,2,2,2,2,0,0.37,0.11,0.47,0.26,0.37,/en/players/9f4647e9/matchlogs/2016-2017/Robert-Snodgrass-Match-Logs
468,,Robert Snodgrass,sco SCO,"MF,FW",West Ham,28,1987,15,8,838,0,2,0,0,0,0,0.00,0.21,0.21,0.00,0.21,/en/players/9f4647e9/matchlogs/2016-2017/Robert-Snodgrass-Match-Logs
469,,Cédric Soares,pt POR,DF,Southampton,24,1991,30,30,"2,515",0,3,0,0,7,0,0.00,0.11,0.11,0.00,0.11,/en/players/839c14e1/matchlogs/2016-2017/Cedric-Soares-Match-Logs
470,,Ramadan Sobhi,eg EGY,MF,Stoke City,19,1997,17,8,854,0,1,0,0,2,0,0.00,0.11,0.11,0.00,0.11,/en/players/98be0d02/matchlogs/2016-2017/Ramadan-Sobhi-Match-Logs
471,,Pape Souaré,sn SEN,DF,Crystal Palace,26,1990,3,3,269,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/46b5375e/matchlogs/2016-2017/Pape-Souare-Match-Logs
472,,Junior Stanislas,eng ENG,MF,Bournemouth,26,1989,21,18,"1,467",7,5,2,2,1,0,0.43,0.31,0.74,0.31,0.61,/en/players/6992791d/matchlogs/2016-2017/Junior-Stanislas-Match-Logs
473,,Maarten Stekelenburg,nl NED,GK,Everton,33,1982,19,19,"1,683",0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,/en/players/fefce889/matchlogs/2016-2017/Maarten-Stekelenburg-Match-Logs
474,,Jack Stephens,eng ENG,DF,Southampton,22,1994,17,15,"1,471",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,/en/players/6adbc307/matchlogs/2016-2017/Jack-Stephens-Match-Logs
475,,Raheem Sterling,eng ENG,"MF,FW",Manchester City,21,1994,33,29,"2,508",7,8,0,0,7,0,0.25,0.29,0.54,0.25,0.54,/en/players/b400bde0/matchlogs/2016-2017/Raheem-Sterling-Match-Logs
476,,Kevin Stewart,eng ENG,"DF,MF",Liverpool,22,1993,4,0,20,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/ff674795/matchlogs/2016-2017/Kevin-Stewart-Match-Logs
477,,John Stones,eng ENG,DF,Manchester City,22,1994,27,23,"2,014",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,/en/players/5eecec3d/matchlogs/2016-2017/John-Stones-Match-Logs
478,,Cristhian Stuani,uy URU,"FW,MF",Middlesbrough,29,1986,23,16,"1,354",4,0,0,0,4,0,0.27,0.00,0.27,0.27,0.27,/en/players/220c11f1/matchlogs/2016-2017/Cristhian-Stuani-Match-Logs
479,,Daniel Sturridge,eng ENG,FW,Liverpool,26,1989,20,7,775,3,1,0,0,1,0,0.35,0.12,0.46,0.35,0.46,/en/players/1b7ec703/matchlogs/2016-2017/Daniel-Sturridge-Match-Logs
480,,Isaac Success,ng NGA,MF,Watford,20,1996,19,2,519,1,1,0,0,2,0,0.17,0.17,0.35,0.17,0.35,/en/players/f573a8bf/matchlogs/2016-2017/Isaac-Success-Match-Logs
481,,Ki Sung-yueng,kr KOR,MF,Swansea City,27,1989,23,13,"1,291",0,1,0,0,3,0,0.00,0.07,0.07,0.00,0.07,/en/players/1d8c99b0/matchlogs/2016-2017/Ki-Sung-yueng-Match-Logs
482,,Andrew Surman,eng ENG,MF,Bournemouth,29,1986,22,21,"1,801",0,1,0,0,2,2,0.00,0.05,0.05,0.00,0.05,/en/players/7d41b619/matchlogs/2016-2017/Andrew-Surman-Match-Logs
483,,Dušan Tadić,rs SRB,"FW,MF",Southampton,27,1988,33,30,"2,411",3,5,1,2,4,0,0.11,0.19,0.30,0.07,0.26,/en/players/2475dcc6/matchlogs/2016-2017/Dusan-Tadic-Match-Logs
484,,Matt Targett,eng ENG,DF,Southampton,20,1995,5,5,373,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/e514ab62/matchlogs/2016-2017/Matt-Targett-Match-Logs
485,,James Tarkowski,eng ENG,DF,Burnley,23,1992,19,4,568,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,/en/players/15ea812b/matchlogs/2016-2017/James-Tarkowski-Match-Logs
486,,Neil Taylor,wal WAL,DF,Swansea City,27,1989,11,11,920,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,/en/players/c2f9d19f/matchlogs/2016-2017/Neil-Taylor-Match-Logs
487,,John Terry,eng ENG,DF,Chelsea,35,1980,9,6,496,1,0,0,0,1,0,0.18,0.00,0.18,0.18,0.18,/en/players/68517cfd/matchlogs/2016-2017/John-Terry-Match-Logs
488,,James Tomkins,eng ENG,DF,Crystal Palace,27,1989,24,23,"1,974",3,0,0,0,4,0,0.14,0.00,0.14,0.14,0.14,/en/players/e7ca0439/matchlogs/2016-2017/James-Tomkins-Match-Logs
489,,Gökhan Töre,tr TUR,"MF,FW",West Ham,24,1992,5,3,240,0,1,0,0,0,0,0.00,0.37,0.37,0.00,0.37,/en/players/51960957/matchlogs/2016-2017/Gokhan-Tore-Match-Logs
490,,Yaya Touré,ci CIV,MF,Manchester City,33,1983,25,22,"1,941",5,0,2,2,4,0,0.23,0.00,0.23,0.14,0.14,/en/players/c204f844/matchlogs/2016-2017/Yaya-Toure-Match-Logs
491,,Andros Townsend,eng ENG,MF,Crystal Palace,25,1991,36,30,"2,519",3,4,0,0,4,0,0.11,0.14,0.25,0.11,0.25,/en/players/b28bbd58/matchlogs/2016-2017/Andros-Townsend-Match-Logs
492,,Adama Traoré,es ESP,"MF,FW",Middlesbrough,20,1996,27,16,"1,541",0,1,0,0,1,0,0.00,0.06,0.06,0.00,0.06,/en/players/9a28eba4/matchlogs/2016-2017/Adama-Traore-Match-Logs
493,,Kieran Trippier,eng ENG,"DF,MF",Tottenham,25,1990,12,6,568,0,5,0,0,1,0,0.00,0.79,0.79,0.00,0.79,/en/players/21512407/matchlogs/2016-2017/Kieran-Trippier-Match-Logs
494,,Axel Tuanzebe,eng ENG,"MF,DF",Manchester Utd,18,1997,4,4,303,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/2baec6ce/matchlogs/2016-2017/Axel-Tuanzebe-Match-Logs
495,,Josh Tymon,eng ENG,"MF,DF",Hull City,17,1999,5,4,322,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,/en/players/efe6f6ac/matchlogs/2016-2017/Josh-Tymon-Match-Logs
496,,Leonardo Ulloa,ar ARG,FW,Leicester City,30,1986,16,3,447,1,0,0,0,0,0,0.20,0.00,0.20,0.20,0.20,/en/players/eed56f6c/matchlogs/2016-2017/Leonardo-Ulloa-Match-Logs
497,,Víctor Valdés,es ESP,GK,Middlesbrough,34,1982,28,28,"2,520",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,/en/players/e029e404/matchlogs/2016-2017/Victor-Valdes-Match-Logs
498,,Antonio Valencia,ec ECU,DF,Manchester Utd,30,1985,28,27,"2,483",1,3,0,0,5,0,0.04,0.11,0.14,0.04,0.14,/en/players/08aa17d0/matchlogs/2016-2017/Antonio-Valencia-Match-Logs
499,,Enner Valencia,ec ECU,"FW,MF",Everton,26,1989,21,5,716,3,1,0,0,1,0,0.38,0.13,0.50,0.38,0.50,/en/players/fb485406/matchlogs/2016-2017/Enner-Valencia-Match-Logs
500,,Enner Valencia,ec ECU,FW,West Ham,26,1989,3,3,211,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/fb485406/matchlogs/2016-2017/Enner-Valencia-Match-Logs
501,,Jamie Vardy,eng ENG,FW,Leicester City,29,1987,35,33,"2,802",13,4,0,0,2,1,0.42,0.13,0.55,0.42,0.55,/en/players/45963054/matchlogs/2016-2017/Jamie-Vardy-Match-Logs
502,,Jan Vertonghen,be BEL,DF,Tottenham,29,1987,33,33,"2,894",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,/en/players/ba23a904/matchlogs/2016-2017/Jan-Vertonghen-Match-Logs
503,,Sam Vokes,wal WAL,FW,Burnley,26,1989,37,21,"2,064",10,3,2,2,0,0,0.44,0.13,0.57,0.35,0.48,/en/players/1d6ac165/matchlogs/2016-2017/Sam-Vokes-Match-Logs
504,,Michel Vorm,nl NED,GK,Tottenham,32,1983,5,4,416,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/1bebde9d/matchlogs/2016-2017/Michel-Vorm-Match-Logs
505,,Matěj Vydra,cz CZE,"FW,MF",Watford,24,1992,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/0d4ceb32/matchlogs/2016-2017/Matej-Vydra-Match-Logs
506,,Theo Walcott,eng ENG,MF,Arsenal,27,1989,28,23,"1,916",10,2,0,1,1,0,0.47,0.09,0.56,0.47,0.56,/en/players/1ecb65be/matchlogs/2016-2017/Theo-Walcott-Match-Logs
507,,Kyle Walker,eng ENG,"DF,MF",Tottenham,26,1990,33,31,"2,701",0,5,0,0,8,0,0.00,0.17,0.17,0.00,0.17,/en/players/86dd77d1/matchlogs/2016-2017/Kyle-Walker-Match-Logs
508,,Jonathan Walters,ie IRL,"FW,MF",Stoke City,32,1983,23,13,"1,304",4,2,1,1,1,0,0.28,0.14,0.41,0.21,0.35,/en/players/0356cf4f/matchlogs/2016-2017/Jonathan-Walters-Match-Logs
509,,Victor Wanyama,ke KEN,MF,Tottenham,25,1991,36,35,"3,012",4,1,0,0,10,0,0.12,0.03,0.15,0.12,0.15,/en/players/e0900238/matchlogs/2016-2017/Victor-Wanyama-Match-Logs
510,,Joel Ward,eng ENG,DF,Crystal Palace,26,1989,38,38,"3,417",0,1,0,0,7,0,0.00,0.03,0.03,0.00,0.03,/en/players/8a7ff278/matchlogs/2016-2017/Joel-Ward-Match-Logs
511,,Stephen Ward,ie IRL,DF,Burnley,30,1985,37,37,"3,230",1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,/en/players/3831b9fe/matchlogs/2016-2017/Stephen-Ward-Match-Logs
512,,James Ward-Prowse,eng ENG,MF,Southampton,21,1994,30,22,"1,883",4,4,0,0,4,0,0.19,0.19,0.38,0.19,0.38,/en/players/3515d404/matchlogs/2016-2017/James-Ward-Prowse-Match-Logs
513,,Marcin Wasilewski,pl POL,DF,Leicester City,36,1980,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/24249219/matchlogs/2016-2017/Marcin-Wasilewski-Match-Logs
514,,Duncan Watmore,eng ENG,"MF,FW",Sunderland,22,1994,14,11,"1,024",0,2,0,0,1,0,0.00,0.18,0.18,0.00,0.18,/en/players/2b2bae51/matchlogs/2016-2017/Duncan-Watmore-Match-Logs
515,,Ben Watson,eng ENG,MF,Watford,31,1985,4,0,54,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,/en/players/df540668/matchlogs/2016-2017/Ben-Watson-Match-Logs
516,,Danny Welbeck,eng ENG,"FW,MF",Arsenal,25,1990,16,8,748,2,2,0,0,0,0,0.24,0.24,0.48,0.24,0.48,/en/players/ce5143da/matchlogs/2016-2017/Danny-Welbeck-Match-Logs
517,,Ashley Westwood,eng ENG,MF,Burnley,26,1990,9,6,551,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,/en/players/495945ef/matchlogs/2016-2017/Ashley-Westwood-Match-Logs
518,,Glenn Whelan,ie IRL,MF,Stoke City,32,1984,30,26,"2,275",0,1,0,0,5,0,0.00,0.04,0.04,0.00,0.04,/en/players/d5bd56a5/matchlogs/2016-2017/Glenn-Whelan-Match-Logs
519,,Connor Wickham,eng ENG,"FW,MF",Crystal Palace,23,1993,8,4,412,2,0,0,0,1,0,0.44,0.00,0.44,0.44,0.44,/en/players/41cc19c2/matchlogs/2016-2017/Connor-Wickham-Match-Logs
520,,Georginio Wijnaldum,nl NED,MF,Liverpool,25,1990,36,33,"2,972",6,8,0,0,2,0,0.18,0.24,0.42,0.18,0.42,/en/players/eb58eef0/matchlogs/2016-2017/Georginio-Wijnaldum-Match-Logs
521,,Ashley Williams,wal WAL,DF,Everton,31,1984,36,35,"3,160",1,2,0,0,7,1,0.03,0.06,0.09,0.03,0.09,/en/players/a498e276/matchlogs/2016-2017/Ashley-Williams-Match-Logs
522,,Willian,br BRA,"FW,MF",Chelsea,27,1988,34,15,"1,534",8,2,0,0,3,0,0.47,0.12,0.59,0.47,0.59,/en/players/8b9ebd03/matchlogs/2016-2017/Willian-Match-Logs
523,,Jack Wilshere,eng ENG,MF,Arsenal,24,1992,2,0,39,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,/en/players/9c318325/matchlogs/2016-2017/Jack-Wilshere-Match-Logs
524,,Jack Wilshere,eng ENG,MF,Bournemouth,24,1992,27,22,"1,910",0,2,0,0,3,0,0.00,0.09,0.09,0.00,0.09,/en/players/9c318325/matchlogs/2016-2017/Jack-Wilshere-Match-Logs
525,,Callum Wilson,eng ENG,FW,Bournemouth,24,1992,20,16,"1,423",6,0,3,3,0,0,0.38,0.00,0.38,0.19,0.19,/en/players/c596fcb0/matchlogs/2016-2017/Callum-Wilson-Match-Logs
526,,Marc Wilson,ie IRL,DF,West Brom,28,1987,4,3,254,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,/en/players/c325c010/matchlogs/2016-2017/Marc-Wilson-Match-Logs
527,,Kevin Wimmer,at AUT,DF,Tottenham,23,1992,5,4,357,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,/en/players/faf55ce4/matchlogs/2016-2017/Kevin-Wimmer-Match-Logs
528,,Harry Winks,eng ENG,MF,Tottenham,20,1996,21,3,493,1,1,0,0,1,0,0.18,0.18,0.37,0.18,0.37,/en/players/2f7acede/matchlogs/2016-2017/Harry-Winks-Match-Logs
529,,Philipp Wollscheid,de GER,DF,Stoke City,27,1989,2,2,180,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,/en/players/c4cca587/matchlogs/2016-2017/Philipp-Wollscheid-Match-Logs
530,,Ben Woodburn,wal WAL,FW,Liverpool,16,1999,5,1,86,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/8aadeaef/matchlogs/2016-2017/Ben-Woodburn-Match-Logs
531,,Matt Worthington,eng ENG,MF,Bournemouth,18,1997,1,0,17,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/8c8b941f/matchlogs/2016-2017/Matt-Worthington-Match-Logs
532,,Granit Xhaka,ch SUI,MF,Arsenal,23,1992,32,28,"2,485",2,2,0,0,5,2,0.07,0.07,0.14,0.07,0.14,/en/players/e61b8aee/matchlogs/2016-2017/Granit-Xhaka-Match-Logs
533,,Claudio Yacob,ar ARG,MF,West Brom,29,1987,33,27,"2,418",0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,/en/players/bda6ffd4/matchlogs/2016-2017/Claudio-Yacob-Match-Logs
534,,Maya Yoshida,jp JPN,DF,Southampton,27,1988,23,23,"2,070",1,0,0,0,2,0,0.04,0.00,0.04,0.04,0.04,/en/players/caffaf5a/matchlogs/2016-2017/Maya-Yoshida-Match-Logs
535,,Ashley Young,eng ENG,"DF,MF",Manchester Utd,31,1985,12,8,758,0,1,0,0,2,0,0.00,0.12,0.12,0.00,0.12,/en/players/be927d03/matchlogs/2016-2017/Ashley-Young-Match-Logs
536,,Pablo Zabaleta,ar ARG,"DF,MF",Manchester City,31,1985,19,11,"1,036",1,1,0,0,2,0,0.09,0.09,0.17,0.09,0.17,/en/players/6813ac34/matchlogs/2016-2017/Pablo-Zabaleta-Match-Logs
537,,Wilfried Zaha,ci CIV,"MF,FW",Crystal Palace,23,1992,35,34,"3,019",7,8,0,0,8,0,0.21,0.24,0.45,0.21,0.45,/en/players/b2bc3b1f/matchlogs/2016-2017/Wilfried-Zaha-Match-Logs
538,,Mauro Zárate,ar ARG,"FW,MF",Watford,29,1987,3,3,203,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/cc18ff4c/matchlogs/2016-2017/Mauro-Zarate-Match-Logs
539,,Simone Zaza,it ITA,FW,West Ham,25,1991,8,5,459,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,/en/players/9592289a/matchlogs/2016-2017/Simone-Zaza-Match-Logs
540,,Ron-Robert Zieler,de GER,GK,Leicester City,27,1989,9,8,754,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/a0606ae8/matchlogs/2016-2017/Ron-Robert-Zieler-Match-Logs
541,,Kurt Zouma,fr FRA,DF,Chelsea,21,1994,9,3,250,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,/en/players/ce4246f5/matchlogs/2016-2017/Kurt-Zouma-Match-Logs
542,,Juan Zúñiga,co COL,"DF,MF",Watford,30,1985,21,6,825,1,0,0,0,1,0,0.11,0.00,0.11,0.11,0.11,/en/players/06b34f37/matchlogs/2016-2017/Juan-Zuniga-Match-Logs
