,ranker,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches
473,,Matt Targett,eng ENG,DF,Southampton,21,1995,2,2,166,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.07,0.07,0.00,0.07,/en/players/e514ab62/matchlogs/2017-2018/Matt-Targett-Match-Logs
474,,James Tarkowski,eng ENG,DF,Burnley,24,1992,31,31,"2,790",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.9,0.9,0.8,0.03,0.03,0.05,0.03,0.05,/en/players/15ea812b/matchlogs/2017-2018/James-Tarkowski-Match-Logs
475,,Charlie Taylor,eng ENG,DF,Burnley,23,1993,11,10,950,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.03,0.03,0.00,0.03,/en/players/cc2d7ad5/matchlogs/2017-2018/Charlie-Taylor-Match-Logs
476,,James Tomkins,eng ENG,DF,Crystal Palace,28,1989,28,27,"2,387",3,0,0,0,8,0,0.11,0.00,0.11,0.11,0.11,2.3,2.3,0.2,0.09,0.01,0.10,0.09,0.10,/en/players/e7ca0439/matchlogs/2017-2018/James-Tomkins-Match-Logs
477,,Cenk Tosun,tr TUR,FW,Everton,26,1991,14,12,986,5,0,0,0,0,0,0.46,0.00,0.46,0.46,0.46,2.4,2.4,1.1,0.22,0.10,0.32,0.22,0.32,/en/players/9a104dee/matchlogs/2017-2018/Cenk-Tosun-Match-Logs
478,,Yaya Touré,ci CIV,MF,Manchester City,34,1983,10,1,236,0,2,0,0,1,0,0.00,0.76,0.76,0.00,0.76,0.3,0.3,0.9,0.11,0.36,0.46,0.11,0.46,/en/players/c204f844/matchlogs/2017-2018/Yaya-Toure-Match-Logs
479,,Andros Townsend,eng ENG,"FW,MF",Crystal Palace,26,1991,36,35,"3,120",2,7,0,0,3,0,0.06,0.20,0.26,0.06,0.26,3.2,3.2,5.7,0.09,0.16,0.26,0.09,0.26,/en/players/b28bbd58/matchlogs/2017-2018/Andros-Townsend-Match-Logs
480,,Kieran Trippier,eng ENG,"DF,MF",Tottenham,26,1990,24,21,"1,914",0,5,0,0,1,0,0.00,0.24,0.24,0.00,0.24,0.2,0.2,3.0,0.01,0.14,0.15,0.01,0.15,/en/players/21512407/matchlogs/2017-2018/Kieran-Trippier-Match-Logs
481,,Axel Tuanzebe,eng ENG,FW,Manchester Utd,19,1997,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,/en/players/2baec6ce/matchlogs/2017-2018/Axel-Tuanzebe-Match-Logs
482,,Josh Tymon,eng ENG,DF,Stoke City,18,1999,3,2,163,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/efe6f6ac/matchlogs/2017-2018/Josh-Tymon-Match-Logs
483,,Leonardo Ulloa,ar ARG,FW,Leicester City,31,1986,4,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.18,0.00,0.18,0.18,0.18,/en/players/eed56f6c/matchlogs/2017-2018/Leonardo-Ulloa-Match-Logs
484,,Leonardo Ulloa,ar ARG,FW,Brighton,31,1986,10,2,267,1,0,0,0,0,0,0.34,0.00,0.34,0.34,0.34,0.4,0.4,0.2,0.14,0.07,0.21,0.14,0.21,/en/players/eed56f6c/matchlogs/2017-2018/Leonardo-Ulloa-Match-Logs
485,,Antonio Valencia,ec ECU,DF,Manchester Utd,31,1985,31,31,"2,740",3,1,0,0,7,0,0.10,0.03,0.13,0.10,0.13,0.6,0.6,1.6,0.02,0.05,0.07,0.02,0.07,/en/players/08aa17d0/matchlogs/2017-2018/Antonio-Valencia-Match-Logs
486,,Jamie Vardy,eng ENG,FW,Leicester City,30,1987,37,37,"3,247",20,1,5,6,3,0,0.55,0.03,0.58,0.42,0.44,15.6,11.0,2.4,0.43,0.07,0.50,0.30,0.37,/en/players/45963054/matchlogs/2017-2018/Jamie-Vardy-Match-Logs
487,,Jan Vertonghen,be BEL,DF,Tottenham,30,1987,36,36,"3,203",0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,1.1,1.1,1.2,0.03,0.03,0.06,0.03,0.06,/en/players/ba23a904/matchlogs/2017-2018/Jan-Vertonghen-Match-Logs
488,,Nikola Vlašić,hr CRO,"MF,FW",Everton,19,1997,12,7,576,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.6,0.06,0.09,0.15,0.06,0.15,/en/players/aa8e289e/matchlogs/2017-2018/Nikola-Vlasic-Match-Logs
489,,Sam Vokes,wal WAL,FW,Burnley,27,1989,30,7,998,4,1,0,0,3,0,0.36,0.09,0.45,0.36,0.45,3.6,3.6,0.6,0.33,0.06,0.39,0.33,0.39,/en/players/1d6ac165/matchlogs/2017-2018/Sam-Vokes-Match-Logs
490,,Michel Vorm,nl NED,GK,Tottenham,33,1983,1,1,90,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/1bebde9d/matchlogs/2017-2018/Michel-Vorm-Match-Logs
491,,Molla Wagué,ml MLI,DF,Watford,26,1991,6,5,438,1,0,0,0,0,0,0.21,0.00,0.21,0.21,0.21,0.6,0.6,0.0,0.13,0.00,0.13,0.13,0.13,/en/players/a440d8ca/matchlogs/2017-2018/Molla-Wague-Match-Logs
492,,Theo Walcott,eng ENG,"FW,MF",Everton,28,1989,14,13,"1,152",3,3,0,0,2,0,0.23,0.23,0.47,0.23,0.47,3.0,3.0,1.6,0.23,0.12,0.36,0.23,0.36,/en/players/1ecb65be/matchlogs/2017-2018/Theo-Walcott-Match-Logs
493,,Theo Walcott,eng ENG,"MF,FW",Arsenal,28,1989,6,0,69,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/1ecb65be/matchlogs/2017-2018/Theo-Walcott-Match-Logs
494,,Kyle Walker,eng ENG,DF,Manchester City,27,1990,32,32,"2,785",0,6,0,0,3,2,0.00,0.19,0.19,0.00,0.19,0.7,0.7,4.7,0.02,0.15,0.17,0.02,0.17,/en/players/86dd77d1/matchlogs/2017-2018/Kyle-Walker-Match-Logs
495,,Kyle Walker-Peters,eng ENG,DF,Tottenham,20,1997,3,2,189,0,2,0,0,0,0,0.00,0.95,0.95,0.00,0.95,0.0,0.0,1.4,0.00,0.65,0.65,0.00,0.65,/en/players/984a5a64/matchlogs/2017-2018/Kyle-Walker-Peters-Match-Logs
496,,Jonathan Walters,ie IRL,FW,Burnley,33,1983,3,0,39,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.40,0.00,0.40,0.40,0.40,/en/players/0356cf4f/matchlogs/2017-2018/Jonathan-Walters-Match-Logs
497,,Aaron Wan-Bissaka,eng ENG,DF,Crystal Palace,19,1997,7,7,627,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.00,0.07,0.07,0.00,0.07,/en/players/9e525177/matchlogs/2017-2018/Aaron-Wan-Bissaka-Match-Logs
498,,Victor Wanyama,ke KEN,MF,Tottenham,26,1991,18,8,846,1,0,0,0,2,0,0.11,0.00,0.11,0.11,0.11,0.4,0.4,0.1,0.05,0.01,0.06,0.05,0.06,/en/players/e0900238/matchlogs/2017-2018/Victor-Wanyama-Match-Logs
499,,Joel Ward,eng ENG,DF,Crystal Palace,27,1989,19,19,"1,613",0,1,0,0,4,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,1.1,0.02,0.06,0.08,0.02,0.08,/en/players/8a7ff278/matchlogs/2017-2018/Joel-Ward-Match-Logs
500,,Stephen Ward,ie IRL,DF,Burnley,31,1985,28,28,"2,460",1,1,0,0,1,0,0.04,0.04,0.07,0.04,0.07,0.3,0.3,1.9,0.01,0.07,0.08,0.01,0.08,/en/players/3831b9fe/matchlogs/2017-2018/Stephen-Ward-Match-Logs
501,,James Ward-Prowse,eng ENG,"FW,MF",Southampton,22,1994,30,20,"1,716",3,3,0,0,3,0,0.16,0.16,0.31,0.16,0.31,1.8,1.8,2.8,0.09,0.15,0.24,0.09,0.24,/en/players/3515d404/matchlogs/2017-2018/James-Ward-Prowse-Match-Logs
502,,Ben Watson,eng ENG,MF,Watford,32,1985,8,6,456,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,/en/players/df540668/matchlogs/2017-2018/Ben-Watson-Match-Logs
503,,Danny Welbeck,eng ENG,"FW,MF",Arsenal,26,1990,28,12,"1,194",5,2,0,0,1,0,0.38,0.15,0.53,0.38,0.53,4.6,4.6,1.1,0.35,0.09,0.44,0.35,0.44,/en/players/ce5143da/matchlogs/2017-2018/Danny-Welbeck-Match-Logs
504,,Nahki Wells,bm BER,FW,Burnley,27,1990,9,0,55,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.86,0.00,0.86,0.86,0.86,/en/players/b070482d/matchlogs/2017-2018/Nahki-Wells-Match-Logs
505,,Ashley Westwood,eng ENG,MF,Burnley,27,1990,19,12,"1,111",0,1,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.7,0.7,0.7,0.06,0.05,0.11,0.06,0.11,/en/players/495945ef/matchlogs/2017-2018/Ashley-Westwood-Match-Logs
506,,Dean Whitehead,eng ENG,MF,Huddersfield,35,1982,4,0,71,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/a32204c9/matchlogs/2017-2018/Dean-Whitehead-Match-Logs
507,,Georginio Wijnaldum,nl NED,MF,Liverpool,26,1990,33,27,"2,387",1,2,0,0,1,0,0.04,0.08,0.11,0.04,0.11,2.4,2.4,1.4,0.09,0.05,0.15,0.09,0.15,/en/players/eb58eef0/matchlogs/2017-2018/Georginio-Wijnaldum-Match-Logs
508,,Ashley Williams,wal WAL,DF,Everton,32,1984,24,20,"1,834",1,0,0,0,3,1,0.05,0.00,0.05,0.05,0.05,0.8,0.8,0.1,0.04,0.00,0.04,0.04,0.04,/en/players/a498e276/matchlogs/2017-2018/Ashley-Williams-Match-Logs
509,,Danny Williams,us USA,MF,Huddersfield,28,1989,20,11,"1,124",0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.03,0.04,0.07,0.03,0.07,/en/players/ec9a28ce/matchlogs/2017-2018/Danny-Williams-Match-Logs
510,,Willian,br BRA,"FW,MF",Chelsea,28,1988,36,20,"1,890",6,7,1,1,1,0,0.29,0.33,0.62,0.24,0.57,4.8,4.0,5.1,0.23,0.24,0.47,0.19,0.44,/en/players/8b9ebd03/matchlogs/2017-2018/Willian-Match-Logs
511,,Joe Willock,eng ENG,MF,Arsenal,17,1999,2,1,82,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.27,0.00,0.27,0.27,0.27,/en/players/a3b03921/matchlogs/2017-2018/Joe-Willock-Match-Logs
512,,Jack Wilshere,eng ENG,MF,Arsenal,25,1992,20,12,"1,193",1,3,0,0,6,0,0.08,0.23,0.30,0.08,0.30,1.0,1.0,2.2,0.08,0.17,0.24,0.08,0.24,/en/players/9c318325/matchlogs/2017-2018/Jack-Wilshere-Match-Logs
513,,Callum Wilson,eng ENG,FW,Bournemouth,25,1992,28,23,"1,981",8,2,0,0,0,0,0.36,0.09,0.45,0.36,0.45,8.1,8.1,1.6,0.37,0.07,0.44,0.37,0.44,/en/players/c596fcb0/matchlogs/2017-2018/Callum-Wilson-Match-Logs
514,,Kevin Wimmer,at AUT,DF,Stoke City,24,1992,17,14,"1,323",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.01,0.01,0.01,0.01,0.01,/en/players/faf55ce4/matchlogs/2017-2018/Kevin-Wimmer-Match-Logs
515,,Harry Winks,eng ENG,MF,Tottenham,21,1996,16,9,774,0,1,0,0,0,0,0.00,0.12,0.12,0.00,0.12,0.1,0.1,0.6,0.01,0.07,0.08,0.01,0.08,/en/players/2f7acede/matchlogs/2017-2018/Harry-Winks-Match-Logs
516,,Chris Wood,nz NZL,FW,Burnley,25,1991,24,20,"1,624",10,1,0,0,1,0,0.55,0.06,0.61,0.55,0.61,7.1,7.1,0.9,0.39,0.05,0.44,0.39,0.44,/en/players/4e9a0555/matchlogs/2017-2018/Chris-Wood-Match-Logs
517,,Ben Woodburn,wal WAL,MF,Liverpool,17,1999,1,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/8aadeaef/matchlogs/2017-2018/Ben-Woodburn-Match-Logs
518,,Granit Xhaka,ch SUI,MF,Arsenal,24,1992,38,37,"3,260",1,7,0,0,10,0,0.03,0.19,0.22,0.03,0.22,2.0,2.0,3.2,0.06,0.09,0.14,0.06,0.14,/en/players/e61b8aee/matchlogs/2017-2018/Granit-Xhaka-Match-Logs
519,,Claudio Yacob,ar ARG,MF,West Brom,30,1987,16,9,903,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.03,0.00,0.04,0.03,0.04,/en/players/bda6ffd4/matchlogs/2017-2018/Claudio-Yacob-Match-Logs
520,,DeAndre Yedlin,us USA,DF,Newcastle Utd,24,1993,34,31,"2,845",0,2,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.9,0.01,0.06,0.07,0.01,0.07,/en/players/ae0a7ddf/matchlogs/2017-2018/DeAndre-Yedlin-Match-Logs
521,,Maya Yoshida,jp JPN,DF,Southampton,28,1988,24,23,"2,051",2,0,0,0,3,2,0.09,0.00,0.09,0.09,0.09,2.4,2.4,0.4,0.11,0.02,0.12,0.11,0.12,/en/players/caffaf5a/matchlogs/2017-2018/Maya-Yoshida-Match-Logs
522,,Ashley Young,eng ENG,DF,Manchester Utd,32,1985,30,28,"2,442",2,4,0,0,7,0,0.07,0.15,0.22,0.07,0.22,0.7,0.7,3.0,0.03,0.11,0.14,0.03,0.14,/en/players/be927d03/matchlogs/2017-2018/Ashley-Young-Match-Logs
523,,Pablo Zabaleta,ar ARG,"DF,MF",West Ham,32,1985,37,37,"3,289",0,1,0,0,9,0,0.00,0.03,0.03,0.00,0.03,0.5,0.5,1.1,0.01,0.03,0.04,0.01,0.04,/en/players/6813ac34/matchlogs/2017-2018/Pablo-Zabaleta-Match-Logs
524,,Wilfried Zaha,ci CIV,FW,Crystal Palace,24,1992,29,28,"2,549",9,3,1,1,5,0,0.32,0.11,0.42,0.28,0.39,9.5,8.8,5.1,0.34,0.18,0.51,0.31,0.49,/en/players/b2bc3b1f/matchlogs/2017-2018/Wilfried-Zaha-Match-Logs
525,,Davide Zappacosta,it ITA,"DF,MF",Chelsea,25,1992,22,12,"1,098",1,1,0,0,0,0,0.08,0.08,0.16,0.08,0.16,1.5,1.5,1.6,0.12,0.13,0.25,0.12,0.25,/en/players/7fe90ccd/matchlogs/2017-2018/Davide-Zappacosta-Match-Logs
526,,Marvin Zeegelaar,nl NED,"DF,MF",Watford,26,1990,12,12,994,0,1,0,0,4,1,0.00,0.09,0.09,0.00,0.09,0.0,0.0,0.7,0.00,0.06,0.06,0.00,0.06,/en/players/8abd0c03/matchlogs/2017-2018/Marvin-Zeegelaar-Match-Logs
527,,Oleksandr Zinchenko,ua UKR,DF,Manchester City,20,1996,8,6,532,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.01,0.06,0.07,0.01,0.07,/en/players/51cf8561/matchlogs/2017-2018/Oleksandr-Zinchenko-Match-Logs
528,,Kurt Zouma,fr FRA,DF,Stoke City,22,1994,34,32,"2,888",1,0,0,0,1,0,0.03,0.00,0.03,0.03,0.03,1.3,1.3,0.8,0.04,0.02,0.06,0.04,0.06,/en/players/ce4246f5/matchlogs/2017-2018/Kurt-Zouma-Match-Logs
