,ranker,player,nationality,position,squad,age,birth_year,games,games_starts,minutes,goals,assists,pens_made,pens_att,cards_yellow,cards_red,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg,npxg,xa,xg_per90,xa_per90,xg_xa_per90,npxg_per90,npxg_xa_per90,matches
189,,Massadio Haïdara,ml MLI,"FW,MF",Newcastle Utd,24,1992,1,0,4,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/5167c97e/matchlogs/2017-2018/Massadio-Haidara-Match-Logs
190,,Ben Hamer,eng ENG,GK,Leicester City,29,1987,4,3,275,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/d822a850/matchlogs/2017-2018/Ben-Hamer-Match-Logs
191,,Rekeem Harper,eng ENG,MF,West Brom,17,2000,1,0,21,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.17,0.17,0.00,0.17,/en/players/3c066877/matchlogs/2017-2018/Rekeem-Harper-Match-Logs
192,,Joe Hart,eng ENG,GK,West Ham,30,1987,19,19,"1,710",0,1,0,0,0,0,0.00,0.05,0.05,0.00,0.05,0.0,0.0,0.7,0.00,0.04,0.04,0.00,0.04,/en/players/cb4f24c6/matchlogs/2017-2018/Joe-Hart-Match-Logs
193,,Isaac Hayden,eng ENG,MF,Newcastle Utd,22,1995,26,15,"1,374",1,0,0,0,7,0,0.07,0.00,0.07,0.07,0.07,0.9,0.9,0.9,0.06,0.06,0.12,0.06,0.12,/en/players/c951a6df/matchlogs/2017-2018/Isaac-Hayden-Match-Logs
194,,Eden Hazard,be BEL,"FW,MF",Chelsea,26,1991,34,28,"2,422",12,4,2,2,2,0,0.45,0.15,0.59,0.37,0.52,7.6,6.1,7.0,0.28,0.26,0.54,0.22,0.48,/en/players/a39bb753/matchlogs/2017-2018/Eden-Hazard-Match-Logs
195,,Tom Heaton,eng ENG,GK,Burnley,31,1986,4,4,305,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/a6de6361/matchlogs/2017-2018/Tom-Heaton-Match-Logs
196,,Michael Hefele,de GER,DF,Huddersfield,26,1990,2,0,33,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/91bdc54a/matchlogs/2017-2018/Michael-Hefele-Match-Logs
197,,Ahmed Hegazi,eg EGY,DF,West Brom,26,1991,38,38,"3,386",2,0,0,0,4,0,0.05,0.00,0.05,0.05,0.05,1.4,1.4,0.4,0.04,0.01,0.05,0.04,0.05,/en/players/5540c9dc/matchlogs/2017-2018/Ahmed-Hegazi-Match-Logs
198,,Tomer Hemed,il ISR,FW,Brighton,30,1987,16,9,849,2,2,0,0,0,0,0.21,0.21,0.42,0.21,0.42,2.2,2.2,0.2,0.23,0.02,0.26,0.23,0.26,/en/players/27d7453c/matchlogs/2017-2018/Tomer-Hemed-Match-Logs
199,,Jordan Henderson,eng ENG,MF,Liverpool,27,1990,27,25,"2,171",1,1,0,0,1,0,0.04,0.04,0.08,0.04,0.08,1.2,1.2,1.9,0.05,0.08,0.13,0.05,0.13,/en/players/935e6b8f/matchlogs/2017-2018/Jordan-Henderson-Match-Logs
200,,Jeff Hendrick,ie IRL,"MF,FW",Burnley,25,1992,34,29,"2,331",2,2,0,0,1,0,0.08,0.08,0.15,0.08,0.15,2.9,2.9,1.6,0.11,0.06,0.17,0.11,0.17,/en/players/989d5705/matchlogs/2017-2018/Jeff-Hendrick-Match-Logs
201,,Wayne Hennessey,wal WAL,GK,Crystal Palace,30,1987,27,27,"2,430",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/76eca7e2/matchlogs/2017-2018/Wayne-Hennessey-Match-Logs
202,,Javier Hernández,mx MEX,FW,West Ham,29,1988,28,16,"1,548",8,0,0,0,3,0,0.47,0.00,0.47,0.47,0.47,4.6,4.6,1.9,0.27,0.11,0.38,0.27,0.38,/en/players/189cee7b/matchlogs/2017-2018/Javier-Hernandez-Match-Logs
203,,Ander Herrera,es ESP,MF,Manchester Utd,27,1989,26,13,"1,268",0,2,0,0,5,0,0.00,0.14,0.14,0.00,0.14,0.5,0.5,1.2,0.04,0.09,0.12,0.04,0.12,/en/players/436a9dd0/matchlogs/2017-2018/Ander-Herrera-Match-Logs
204,,Son Heung-min,kr KOR,"FW,MF",Tottenham,25,1992,37,27,"2,317",12,6,0,0,0,0,0.47,0.23,0.70,0.47,0.70,10.0,10.0,6.0,0.39,0.23,0.62,0.39,0.62,/en/players/92e7e919/matchlogs/2017-2018/Son-Heung-min-Match-Logs
205,,Wesley Hoedt,nl NED,DF,Southampton,23,1994,28,28,"2,520",0,1,0,0,7,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,1.0,0.05,0.04,0.08,0.05,0.08,/en/players/875898c7/matchlogs/2017-2018/Wesley-Hoedt-Match-Logs
206,,Jonathan Hogg,eng ENG,MF,Huddersfield,28,1988,30,29,"2,398",0,0,0,0,9,2,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,0.02,0.02,0.05,0.02,0.05,/en/players/9306d5ea/matchlogs/2017-2018/Jonathan-Hogg-Match-Logs
207,,Rob Holding,eng ENG,DF,Arsenal,21,1995,12,9,822,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.01,0.00,0.01,0.01,0.01,/en/players/d79a8c87/matchlogs/2017-2018/Rob-Holding-Match-Logs
208,,José Holebas,gr GRE,"DF,MF",Watford,33,1984,28,26,"2,382",0,4,0,0,7,0,0.00,0.15,0.15,0.00,0.15,0.5,0.5,3.9,0.02,0.15,0.17,0.02,0.17,/en/players/12aa7661/matchlogs/2017-2018/Jose-Holebas-Match-Logs
209,,Mason Holgate,eng ENG,DF,Everton,20,1996,15,13,"1,184",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.4,0.04,0.03,0.07,0.04,0.07,/en/players/d0042ab9/matchlogs/2017-2018/Mason-Holgate-Match-Logs
210,,Callum Hudson-Odoi,eng ENG,MF,Chelsea,16,2000,2,0,29,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.22,0.00,0.22,0.22,0.22,/en/players/15f3ec41/matchlogs/2017-2018/Callum-Hudson-Odoi-Match-Logs
211,,Will Hughes,eng ENG,"MF,FW",Watford,22,1995,15,11,990,2,3,0,0,0,0,0.18,0.27,0.45,0.18,0.45,0.9,0.9,1.5,0.08,0.14,0.21,0.08,0.21,/en/players/a0666d3e/matchlogs/2017-2018/Will-Hughes-Match-Logs
212,,Jordan Hugill,eng ENG,FW,West Ham,25,1992,3,0,25,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/a36d4785/matchlogs/2017-2018/Jordan-Hugill-Match-Logs
213,,Uwe Hünemeier,de GER,DF,Brighton,31,1986,1,0,18,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/f42456eb/matchlogs/2017-2018/Uwe-Hunemeier-Match-Logs
214,,Emerson Hyndman,us USA,MF,Bournemouth,21,1996,1,1,58,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,/en/players/3be1a627/matchlogs/2017-2018/Emerson-Hyndman-Match-Logs
215,,Pierre Højbjerg,dk DEN,MF,Southampton,21,1995,23,19,"1,670",0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,0.04,0.04,0.07,0.04,0.07,/en/players/8b04d6c1/matchlogs/2017-2018/Pierre-Hojbjerg-Match-Logs
216,,Jordon Ibe,eng ENG,"MF,FW",Bournemouth,21,1995,32,22,"1,995",2,6,0,0,1,0,0.09,0.27,0.36,0.09,0.36,2.8,2.8,4.1,0.12,0.19,0.31,0.12,0.31,/en/players/9f736ed2/matchlogs/2017-2018/Jordon-Ibe-Match-Logs
217,,Vicente Iborra,es ESP,MF,Leicester City,29,1988,19,17,"1,410",3,0,0,0,0,0,0.19,0.00,0.19,0.19,0.19,1.6,1.6,0.1,0.10,0.01,0.11,0.10,0.11,/en/players/ad1ffcfd/matchlogs/2017-2018/Vicente-Iborra-Match-Logs
218,,Zlatan Ibrahimović,se SWE,"FW,MF",Manchester Utd,35,1981,5,1,106,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.1,0.22,0.12,0.34,0.22,0.34,/en/players/4cde5509/matchlogs/2017-2018/Zlatan-Ibrahimovic-Match-Logs
219,,Kelechi Iheanacho,ng NGA,"FW,MF",Leicester City,20,1996,21,7,830,3,3,0,0,2,0,0.33,0.33,0.65,0.33,0.65,3.6,3.6,1.9,0.39,0.21,0.60,0.39,0.60,/en/players/c92e1a31/matchlogs/2017-2018/Kelechi-Iheanacho-Match-Logs
220,,Tom Ince,eng ENG,"MF,FW",Huddersfield,25,1992,33,27,"2,452",2,0,0,0,0,0,0.07,0.00,0.07,0.07,0.07,6.7,6.7,1.1,0.25,0.04,0.29,0.25,0.29,/en/players/67d23ab0/matchlogs/2017-2018/Tom-Ince-Match-Logs
221,,Danny Ings,eng ENG,FW,Liverpool,25,1992,8,3,267,1,0,0,0,0,0,0.34,0.00,0.34,0.34,0.34,1.7,1.7,0.2,0.57,0.07,0.64,0.57,0.64,/en/players/07802f7f/matchlogs/2017-2018/Danny-Ings-Match-Logs
222,,Stephen Ireland,ie IRL,MF,Stoke City,30,1986,4,1,131,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.27,0.03,0.30,0.27,0.30,/en/players/bcf30f17/matchlogs/2017-2018/Stephen-Ireland-Match-Logs
223,,Alex Iwobi,ng NGA,"FW,MF",Arsenal,21,1996,26,22,"1,830",3,5,0,0,1,0,0.15,0.25,0.39,0.15,0.39,3.0,3.0,3.4,0.15,0.17,0.31,0.15,0.31,/en/players/6ca5ec4b/matchlogs/2017-2018/Alex-Iwobi-Match-Logs
224,,José Izquierdo,co COL,"MF,FW",Brighton,25,1992,32,23,"1,984",5,3,0,0,2,0,0.23,0.14,0.36,0.23,0.36,4.3,4.3,2.0,0.19,0.09,0.29,0.19,0.29,/en/players/ca2bc3df/matchlogs/2017-2018/Jose-Izquierdo-Match-Logs
225,,Phil Jagielka,eng ENG,DF,Everton,34,1982,25,23,"2,065",0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.02,0.00,0.02,0.02,0.02,/en/players/3233eefd/matchlogs/2017-2018/Phil-Jagielka-Match-Logs
226,,Eldin Jakupović,ch SUI,GK,Leicester City,32,1984,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/1148323a/matchlogs/2017-2018/Eldin-Jakupovic-Match-Logs
227,,Matty James,eng ENG,MF,Leicester City,26,1991,13,11,993,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,0.1,0.09,0.01,0.10,0.09,0.10,/en/players/ebd0a048/matchlogs/2017-2018/Matty-James-Match-Logs
228,,Daryl Janmaat,nl NED,"DF,MF",Watford,28,1989,23,21,"1,820",3,0,0,0,3,0,0.15,0.00,0.15,0.15,0.15,1.3,1.3,1.0,0.07,0.05,0.12,0.07,0.12,/en/players/45da6694/matchlogs/2017-2018/Daryl-Janmaat-Match-Logs
229,,Vincent Janssen,nl NED,FW,Tottenham,23,1994,1,0,1,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,,,,,,/en/players/31dce0c8/matchlogs/2017-2018/Vincent-Janssen-Match-Logs
230,,Jesé,es ESP,"FW,MF",Stoke City,24,1993,13,8,614,1,1,0,0,0,0,0.15,0.15,0.29,0.15,0.29,0.8,0.8,0.8,0.12,0.12,0.24,0.12,0.24,/en/players/4a537185/matchlogs/2017-2018/Jese-Match-Logs
231,,Gabriel Jesus,br BRA,FW,Manchester City,20,1997,29,19,"1,668",13,3,0,2,6,0,0.70,0.16,0.86,0.70,0.86,13.5,12.0,2.0,0.73,0.11,0.84,0.65,0.75,/en/players/b66315ae/matchlogs/2017-2018/Gabriel-Jesus-Match-Logs
232,,Glen Johnson,eng ENG,DF,Stoke City,32,1984,9,7,547,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.03,0.06,0.09,0.03,0.09,/en/players/8cceca90/matchlogs/2017-2018/Glen-Johnson-Match-Logs
233,,Phil Jones,eng ENG,DF,Manchester Utd,25,1992,23,23,"1,973",0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.02,0.00,0.02,0.02,0.02,/en/players/def899bd/matchlogs/2017-2018/Phil-Jones-Match-Logs
234,,Joselu,es ESP,FW,Newcastle Utd,27,1990,30,19,"1,712",4,1,0,1,2,0,0.21,0.05,0.26,0.21,0.26,6.1,5.4,0.5,0.32,0.02,0.35,0.28,0.31,/en/players/6265208f/matchlogs/2017-2018/Joselu-Match-Logs
235,,Mathias Jørgensen,dk DEN,DF,Huddersfield,27,1990,38,38,"3,420",0,2,0,0,6,0,0.00,0.05,0.05,0.00,0.05,2.0,2.0,0.6,0.05,0.02,0.07,0.05,0.07,/en/players/0db5d2c8/matchlogs/2017-2018/Mathias-Jorgensen-Match-Logs
236,,Christian Kabasele,be BEL,DF,Watford,26,1991,28,27,"2,330",2,0,0,0,5,0,0.08,0.00,0.08,0.08,0.08,0.5,0.5,0.0,0.02,0.00,0.02,0.02,0.02,/en/players/914ab9a1/matchlogs/2017-2018/Christian-Kabasele-Match-Logs
237,,Younès Kaboul,fr FRA,DF,Watford,31,1986,2,2,150,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/3680d723/matchlogs/2017-2018/Younes-Kaboul-Match-Logs
238,,Elias Kachunga,cd COD,"FW,MF",Huddersfield,25,1992,19,17,"1,329",1,1,0,0,1,0,0.07,0.07,0.14,0.07,0.14,1.7,1.7,0.5,0.12,0.04,0.15,0.12,0.15,/en/players/5bddccc9/matchlogs/2017-2018/Elias-Kachunga-Match-Logs
239,,Sullay Kaikai,eng ENG,MF,Crystal Palace,21,1995,1,0,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/fc166e49/matchlogs/2017-2018/Sullay-Kaikai-Match-Logs
240,,Harry Kane,eng ENG,FW,Tottenham,24,1993,37,35,"3,076",30,2,2,3,5,0,0.88,0.06,0.94,0.82,0.88,26.3,24.0,2.9,0.77,0.08,0.85,0.70,0.79,/en/players/21a66f6a/matchlogs/2017-2018/Harry-Kane-Match-Logs
241,,N'Golo Kanté,fr FRA,MF,Chelsea,26,1991,34,34,"2,994",1,1,0,0,3,0,0.03,0.03,0.06,0.03,0.06,0.7,0.7,2.1,0.02,0.06,0.09,0.02,0.09,/en/players/b9fbae28/matchlogs/2017-2018/NGolo-Kante-Match-Logs
242,,Loris Karius,de GER,GK,Liverpool,24,1993,19,19,"1,710",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/32e7ce92/matchlogs/2017-2018/Loris-Karius-Match-Logs
243,,Orestis Karnezis,gr GRE,GK,Watford,32,1985,15,14,"1,292",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/85b011bb/matchlogs/2017-2018/Orestis-Karnezis-Match-Logs
244,,Beram Kayal,il ISR,MF,Brighton,29,1988,19,8,745,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.2,0.05,0.14,0.19,0.05,0.19,/en/players/26679cdf/matchlogs/2017-2018/Beram-Kayal-Match-Logs
245,,Michael Keane,eng ENG,DF,Everton,24,1993,30,29,"2,560",0,1,0,0,3,0,0.00,0.04,0.04,0.00,0.04,1.3,1.3,0.4,0.04,0.02,0.06,0.04,0.06,/en/players/c5b7c315/matchlogs/2017-2018/Michael-Keane-Match-Logs
246,,Martin Kelly,eng ENG,DF,Crystal Palace,27,1990,15,12,"1,195",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.03,0.00,0.03,0.03,0.03,/en/players/d7492450/matchlogs/2017-2018/Martin-Kelly-Match-Logs
247,,Kenedy,br BRA,"MF,FW",Newcastle Utd,21,1996,13,13,"1,023",2,2,0,0,1,0,0.18,0.18,0.35,0.18,0.35,2.1,2.1,2.1,0.18,0.18,0.36,0.18,0.36,/en/players/5eebbfdf/matchlogs/2017-2018/Kenedy-Match-Logs
248,,Jonjoe Kenny,eng ENG,DF,Everton,20,1997,19,17,"1,590",0,1,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.2,0.2,1.1,0.01,0.06,0.07,0.01,0.07,/en/players/099e666f/matchlogs/2017-2018/Jonjoe-Kenny-Match-Logs
249,,Andy King,wal WAL,MF,Swansea City,28,1988,11,9,715,2,1,0,0,1,0,0.25,0.13,0.38,0.25,0.38,1.0,1.0,0.1,0.13,0.01,0.14,0.13,0.14,/en/players/d790907f/matchlogs/2017-2018/Andy-King-Match-Logs
250,,Andy King,wal WAL,MF,Leicester City,28,1988,11,5,537,1,0,0,0,1,0,0.17,0.00,0.17,0.17,0.17,1.0,1.0,0.0,0.16,0.01,0.17,0.16,0.17,/en/players/d790907f/matchlogs/2017-2018/Andy-King-Match-Logs
251,,Joshua King,no NOR,"FW,MF",Bournemouth,25,1992,33,27,"2,453",8,3,2,2,3,0,0.29,0.11,0.40,0.22,0.33,7.9,6.4,4.2,0.29,0.16,0.44,0.23,0.39,/en/players/43458538/matchlogs/2017-2018/Joshua-King-Match-Logs
252,,Davy Klaassen,nl NED,"MF,FW",Everton,24,1993,7,3,251,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.03,0.04,0.01,0.04,/en/players/15fd5593/matchlogs/2017-2018/Davy-Klaassen-Match-Logs
253,,Ragnar Klavan,ee EST,DF,Liverpool,31,1985,19,16,"1,451",1,0,0,0,0,0,0.06,0.00,0.06,0.06,0.06,0.0,0.0,0.1,0.00,0.01,0.01,0.00,0.01,/en/players/008a6e6d/matchlogs/2017-2018/Ragnar-Klavan-Match-Logs
254,,Anthony Knockaert,fr FRA,"MF,FW",Brighton,25,1991,33,27,"2,421",3,1,0,0,4,1,0.11,0.04,0.15,0.11,0.15,3.5,3.5,2.6,0.13,0.10,0.22,0.13,0.22,/en/players/6c679c6d/matchlogs/2017-2018/Anthony-Knockaert-Match-Logs
255,,Sead Kolašinac,ba BIH,"DF,MF",Arsenal,24,1993,27,25,"2,147",2,4,0,0,3,0,0.08,0.17,0.25,0.08,0.25,2.5,2.5,2.5,0.10,0.10,0.21,0.10,0.21,/en/players/3935e52e/matchlogs/2017-2018/Sead-Kolasinac-Match-Logs
256,,Vincent Kompany,be BEL,DF,Manchester City,31,1986,17,17,"1,394",1,1,0,0,6,0,0.06,0.06,0.13,0.06,0.13,0.5,0.5,0.3,0.03,0.02,0.06,0.03,0.06,/en/players/d2bff301/matchlogs/2017-2018/Vincent-Kompany-Match-Logs
257,,Terence Kongolo,nl NED,DF,Huddersfield,23,1994,13,11,"1,049",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.03,0.02,0.05,0.03,0.05,/en/players/1f9a3a04/matchlogs/2017-2018/Terence-Kongolo-Match-Logs
258,,Laurent Koscielny,fr FRA,DF,Arsenal,31,1985,25,25,"2,225",2,0,0,0,4,0,0.08,0.00,0.08,0.08,0.08,1.7,1.7,0.6,0.07,0.02,0.09,0.07,0.09,/en/players/f5efb153/matchlogs/2017-2018/Laurent-Koscielny-Match-Logs
259,,Cheikhou Kouyaté,sn SEN,MF,West Ham,27,1989,33,32,"2,799",2,3,0,0,5,0,0.06,0.10,0.16,0.06,0.16,2.4,2.4,0.9,0.08,0.03,0.11,0.08,0.11,/en/players/8d3c902d/matchlogs/2017-2018/Cheikhou-Kouyate-Match-Logs
260,,Bojan Krkić,es ESP,MF,Stoke City,26,1990,1,1,71,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.02,0.03,0.04,0.02,0.04,/en/players/9fa0a0b8/matchlogs/2017-2018/Bojan-Krkic-Match-Logs
261,,Grzegorz Krychowiak,pl POL,MF,West Brom,27,1990,27,20,"1,641",0,2,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.9,0.9,1.4,0.05,0.08,0.12,0.05,0.12,/en/players/580d52dd/matchlogs/2017-2018/Grzegorz-Krychowiak-Match-Logs
262,,Rajiv van La Parra,nl NED,"FW,MF",Huddersfield,26,1991,33,26,"2,137",3,0,1,1,3,1,0.13,0.00,0.13,0.08,0.08,3.2,2.4,1.4,0.13,0.06,0.19,0.10,0.16,/en/players/1931bde9/matchlogs/2017-2018/Rajiv-van-La-Parra-Match-Logs
263,,Alexandre Lacazette,fr FRA,FW,Arsenal,26,1991,32,26,"2,202",14,4,2,2,1,0,0.57,0.16,0.74,0.49,0.65,12.0,10.5,3.4,0.49,0.14,0.63,0.43,0.57,/en/players/9dbb75ca/matchlogs/2017-2018/Alexandre-Lacazette-Match-Logs
264,,Freddie Ladapo,eng ENG,FW,Crystal Palace,24,1993,1,0,17,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/da2b8db3/matchlogs/2017-2018/Freddie-Ladapo-Match-Logs
265,,Adam Lallana,eng ENG,"MF,FW",Liverpool,29,1988,12,1,308,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.5,0.54,0.19,0.73,0.54,0.73,/en/players/99813635/matchlogs/2017-2018/Adam-Lallana-Match-Logs
266,,Érik Lamela,ar ARG,"FW,MF",Tottenham,25,1992,25,7,843,2,2,0,0,4,0,0.21,0.21,0.43,0.21,0.43,3.1,3.1,1.9,0.33,0.21,0.54,0.33,0.54,/en/players/abe66106/matchlogs/2017-2018/Erik-Lamela-Match-Logs
267,,Manuel Lanzini,ar ARG,"MF,FW",West Ham,24,1993,27,23,"2,042",5,6,0,1,4,0,0.22,0.26,0.48,0.22,0.48,3.8,3.0,3.7,0.17,0.16,0.33,0.13,0.29,/en/players/26f6dca8/matchlogs/2017-2018/Manuel-Lanzini-Match-Logs
268,,Aymeric Laporte,fr FRA,DF,Manchester City,23,1994,9,9,806,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,/en/players/119b9a8e/matchlogs/2017-2018/Aymeric-Laporte-Match-Logs
269,,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,23,1993,33,32,"2,928",3,0,0,0,5,0,0.09,0.00,0.09,0.09,0.09,1.2,1.2,0.1,0.04,0.00,0.04,0.04,0.04,/en/players/450ab6fc/matchlogs/2017-2018/Jamaal-Lascelles-Match-Logs
270,,Florian Lejeune,fr FRA,DF,Newcastle Utd,26,1991,24,24,"2,103",0,2,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.4,0.4,1.3,0.02,0.06,0.07,0.02,0.07,/en/players/6eaed4eb/matchlogs/2017-2018/Florian-Lejeune-Match-Logs
271,,Mario Lemina,ga GAB,MF,Southampton,23,1993,25,20,"1,720",1,1,0,0,2,0,0.05,0.05,0.10,0.05,0.10,0.8,0.8,0.5,0.04,0.02,0.07,0.04,0.07,/en/players/2b471f99/matchlogs/2017-2018/Mario-Lemina-Match-Logs
272,,Aaron Lennon,eng ENG,"FW,MF",Everton,30,1987,15,9,793,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.5,0.03,0.06,0.09,0.03,0.09,/en/players/2ff964a0/matchlogs/2017-2018/Aaron-Lennon-Match-Logs
273,,Aaron Lennon,eng ENG,"MF,FW",Burnley,30,1987,14,13,"1,118",0,2,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.6,0.6,1.1,0.05,0.09,0.14,0.05,0.14,/en/players/2ff964a0/matchlogs/2017-2018/Aaron-Lennon-Match-Logs
274,,Victor Lindelöf,se SWE,DF,Manchester Utd,23,1994,17,13,"1,285",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.00,0.02,0.02,0.00,0.02,/en/players/f5deef4c/matchlogs/2017-2018/Victor-Lindelof-Match-Logs
275,,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,24,1992,33,20,"1,817",8,5,0,0,2,0,0.40,0.25,0.64,0.40,0.64,7.3,7.3,3.4,0.36,0.17,0.53,0.36,0.53,/en/players/810e3c74/matchlogs/2017-2018/Jesse-Lingard-Match-Logs
276,,Jake Livermore,eng ENG,MF,West Brom,27,1989,34,30,"2,674",2,2,0,0,5,0,0.07,0.07,0.13,0.07,0.13,2.1,2.1,2.3,0.07,0.08,0.15,0.07,0.15,/en/players/b98570d1/matchlogs/2017-2018/Jake-Livermore-Match-Logs
277,,Fernando Llorente,es ESP,"FW,DF",Tottenham,32,1985,16,1,238,1,0,0,0,1,0,0.38,0.00,0.38,0.38,0.38,0.9,0.9,0.3,0.38,0.11,0.49,0.38,0.49,/en/players/82dbf623/matchlogs/2017-2018/Fernando-Llorente-Match-Logs
278,,Hugo Lloris,fr FRA,GK,Tottenham,30,1986,36,36,"3,240",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,/en/players/8f62b6ee/matchlogs/2017-2018/Hugo-Lloris-Match-Logs
279,,Jürgen Locadia,nl NED,"FW,MF",Brighton,23,1993,6,3,224,1,1,0,0,0,0,0.40,0.40,0.80,0.40,0.80,1.0,1.0,0.2,0.41,0.08,0.49,0.41,0.49,/en/players/6cc47ae1/matchlogs/2017-2018/Jurgen-Locadia-Match-Logs
280,,Ruben Loftus-Cheek,eng ENG,"MF,FW",Crystal Palace,21,1996,24,21,"1,874",2,3,0,0,1,0,0.10,0.14,0.24,0.10,0.24,3.4,3.4,2.6,0.16,0.12,0.29,0.16,0.29,/en/players/e97fd090/matchlogs/2017-2018/Ruben-Loftus-Cheek-Match-Logs
281,,Joe Lolley,eng ENG,"MF,FW",Huddersfield,24,1992,6,2,221,1,0,0,0,1,0,0.41,0.00,0.41,0.41,0.41,0.1,0.1,0.1,0.04,0.02,0.06,0.04,0.06,/en/players/c5f13182/matchlogs/2017-2018/Joe-Lolley-Match-Logs
282,,Kevin Long,ie IRL,DF,Burnley,26,1990,16,16,"1,440",1,2,0,0,1,0,0.06,0.12,0.19,0.06,0.19,1.2,1.2,0.7,0.08,0.04,0.12,0.08,0.12,/en/players/5a4280b1/matchlogs/2017-2018/Kevin-Long-Match-Logs
283,,Shane Long,ie IRL,FW,Southampton,30,1987,30,15,"1,582",2,1,0,0,6,0,0.11,0.06,0.17,0.11,0.17,4.7,4.7,1.1,0.27,0.06,0.33,0.27,0.33,/en/players/9f472354/matchlogs/2017-2018/Shane-Long-Match-Logs
